s_store_name1,s_store_id1,d_week_seq1,sun_sales_ratio,mon_sales_ratio,tue_sales_ratio,wed_sales_ratio,thu_sales_ratio,fri_sales_ratio,sat_sales_ratio
able,AAAAAAAACAAAAAAA,5271,1.5565619120950651,1.9853232239178076,0.3029781565569851,0.4367150529822967,1.0502968314542913,0.7379678110343137,1.8714282110715297
able,AAAAAAAACAAAAAAA,5271,1.5565619120950651,1.9853232239178076,0.3029781565569851,0.4367150529822967,1.0502968314542913,0.7379678110343137,1.8714282110715297
able,AAAAAAAACAAAAAAA,5271,1.5565619120950651,1.9853232239178076,0.3029781565569851,0.4367150529822967,1.0502968314542913,0.7379678110343137,1.8714282110715297
able,AAAAAAAACAAAAAAA,5271,1.5565619120950651,1.9853232239178076,0.3029781565569851,0.4367150529822967,1.0502968314542913,0.7379678110343137,1.8714282110715297
able,AAAAAAAACAAAAAAA,5271,1.5565619120950651,1.9853232239178076,0.3029781565569851,0.4367150529822967,1.0502968314542913,0.7379678110343137,1.8714282110715297
able,AAAAAAAACAAAAAAA,5271,1.5565619120950651,1.9853232239178076,0.3029781565569851,0.4367150529822967,1.0502968314542913,0.7379678110343137,1.8714282110715297
able,AAAAAAAACAAAAAAA,5271,1.5565619120950651,1.9853232239178076,0.3029781565569851,0.4367150529822967,1.0502968314542913,0.7379678110343137,1.8714282110715297
able,AAAAAAAACAAAAAAA,5271,1.5565619120950651,1.9853232239178076,0.3029781565569851,0.4367150529822967,1.0502968314542913,0.7379678110343137,1.8714282110715297
able,AAAAAAAACAAAAAAA,5271,1.5565619120950651,1.9853232239178076,0.3029781565569851,0.4367150529822967,1.0502968314542913,0.7379678110343137,1.8714282110715297
able,AAAAAAAACAAAAAAA,5271,1.5565619120950651,1.9853232239178076,0.3029781565569851,0.4367150529822967,1.0502968314542913,0.7379678110343137,1.8714282110715297
able,AAAAAAAACAAAAAAA,5271,1.5565619120950651,1.9853232239178076,0.3029781565569851,0.4367150529822967,1.0502968314542913,0.7379678110343137,1.8714282110715297
able,AAAAAAAACAAAAAAA,5271,1.5565619120950651,1.9853232239178076,0.3029781565569851,0.4367150529822967,1.0502968314542913,0.7379678110343137,1.8714282110715297
able,AAAAAAAACAAAAAAA,5271,1.5565619120950651,1.9853232239178076,0.3029781565569851,0.4367150529822967,1.0502968314542913,0.7379678110343137,1.8714282110715297
